fname,plate,mjd,fiberID,subClass,group
spec-0615-52347-0195.fits,615,52347,195,A0,hot
spec-0483-51942-0534.fits,483,51942,534,A0,hot
spec-0364-52000-0535.fits,364,52000,535,A0,hot
spec-0674-52201-0299.fits,674,52201,299,A0,hot
spec-0378-52146-0114.fits,378,52146,114,A0,hot
spec-0570-52266-0022.fits,570,52266,22,A0,hot
spec-0360-51816-0454.fits,360,51816,454,A0,hot
spec-0483-51902-0226.fits,483,51902,226,A0,hot
spec-0435-51882-0214.fits,435,51882,214,A0,hot
spec-0301-51641-0453.fits,301,51641,453,A0,hot
spec-0574-52355-0035.fits,574,52355,35,A0,hot
spec-0608-52081-0346.fits,608,52081,346,A0,hot
spec-0548-51986-0110.fits,548,51986,110,OB,hot
spec-0536-52024-0407.fits,536,52024,407,A0,hot
spec-0366-52017-0033.fits,366,52017,33,A0,hot
spec-0343-51692-0147.fits,343,51692,147,A0,hot
spec-0635-52145-0073.fits,635,52145,73,A0,hot
spec-0357-51813-0537.fits,357,51813,537,A0,hot
spec-0310-51990-0203.fits,310,51990,203,A0,hot
spec-0507-52353-0466.fits,507,52353,466,A0,hot
spec-0358-51818-0565.fits,358,51818,565,A0,hot
spec-0296-51665-0380.fits,296,51665,380,A0p,hot
spec-0354-51792-0486.fits,354,51792,486,A0,hot
spec-0301-51641-0477.fits,301,51641,477,A0,hot
spec-0383-51818-0585.fits,383,51818,585,A0,hot
spec-0574-52356-0061.fits,574,52356,61,A0,hot
spec-0564-52224-0349.fits,564,52224,349,A0,hot
spec-0307-51663-0310.fits,307,51663,310,A0,hot
spec-0331-52368-0165.fits,331,52368,165,A0,hot
spec-0427-51900-0096.fits,427,51900,96,A0,hot
spec-0441-51868-0084.fits,441,51868,84,A0,hot
spec-0308-51662-0322.fits,308,51662,322,A0,hot
spec-0627-52144-0496.fits,627,52144,496,A0,hot
spec-0500-51994-0509.fits,500,51994,509,A0,hot
spec-0300-51666-0360.fits,300,51666,360,A0,hot
spec-0343-51692-0476.fits,343,51692,476,A0,hot
spec-0431-51877-0609.fits,431,51877,609,A0,hot
spec-0295-51585-0038.fits,295,51585,38,A0,hot
spec-0394-51812-0470.fits,394,51812,470,A0,hot
spec-0375-52140-0007.fits,375,52140,7,A0,hot
spec-0291-51928-0221.fits,291,51928,221,A0,hot
spec-0585-52027-0013.fits,585,52027,13,A0,hot
spec-0340-51691-0464.fits,340,51691,464,A0,hot
spec-0595-52023-0493.fits,595,52023,493,A0,hot
spec-0301-51641-0611.fits,301,51641,611,A0,hot
spec-0341-51690-0470.fits,341,51690,470,A0,hot
spec-0502-51957-0566.fits,502,51957,566,A0,hot
spec-0327-52294-0230.fits,327,52294,230,A0,hot
spec-0456-51910-0548.fits,456,51910,548,A0,hot
spec-0274-51913-0397.fits,274,51913,397,A0,hot
spec-0381-51811-0200.fits,381,51811,200,A0,hot
spec-0711-52202-0346.fits,711,52202,346,A0,hot
spec-0613-52345-0114.fits,613,52345,114,A0,hot
spec-0461-51910-0268.fits,461,51910,268,A0,hot
spec-0418-51817-0241.fits,418,51817,241,A0,hot
spec-0349-51699-0127.fits,349,51699,127,A0,hot
spec-0342-51691-0356.fits,342,51691,356,A0,hot
spec-0352-51789-0053.fits,352,51789,53,A0,hot
spec-0579-52338-0546.fits,579,52338,546,A0,hot
spec-0629-52051-0549.fits,629,52051,549,B9,hot
spec-0266-51602-0500.fits,266,51602,500,A0,hot
spec-0406-51876-0179.fits,406,51876,179,A0,hot
spec-0406-51876-0434.fits,406,51876,434,A0,hot
spec-0475-51965-0570.fits,475,51965,570,A0,hot
spec-0364-52000-0374.fits,364,52000,374,A0,hot
spec-0535-51999-0290.fits,535,51999,290,A0,hot
spec-0437-51869-0137.fits,437,51869,137,A0,hot
spec-0293-51994-0504.fits,293,51994,504,B6,hot
spec-0410-51816-0038.fits,410,51816,38,A0,hot
spec-0273-51957-0350.fits,273,51957,350,A0,hot
spec-0334-51993-0277.fits,334,51993,277,A0,hot
spec-0346-51693-0536.fits,346,51693,536,A0,hot
spec-0357-51813-0195.fits,357,51813,195,A0,hot
spec-0597-52059-0350.fits,597,52059,350,A0,hot
spec-0541-51959-0043.fits,541,51959,43,A0,hot
spec-0328-52282-0215.fits,328,52282,215,A0,hot
spec-0435-51882-0036.fits,435,51882,36,A0,hot
spec-0602-52072-0125.fits,602,52072,125,A0,hot
spec-0536-52024-0458.fits,536,52024,458,A0,hot
spec-0301-51641-0365.fits,301,51641,365,A0,hot
spec-0398-51789-0608.fits,398,51789,608,A0,hot
spec-0309-51994-0012.fits,309,51994,12,OB,hot
spec-0547-51959-0254.fits,547,51959,254,A0,hot
spec-0295-51985-0106.fits,295,51985,106,A0,hot
spec-0594-52027-0329.fits,594,52027,329,A0,hot
spec-0371-52078-0630.fits,371,52078,630,A0,hot
spec-0617-52072-0338.fits,617,52072,338,A0,hot
spec-0359-51821-0445.fits,359,51821,445,A0,hot
spec-0385-51877-0219.fits,385,51877,219,A0,hot
spec-0406-51817-0192.fits,406,51817,192,A0,hot
spec-0324-51616-0165.fits,324,51616,165,A0,hot
spec-0594-52045-0581.fits,594,52045,581,A0,hot
spec-0301-51641-0351.fits,301,51641,351,A0,hot
spec-0378-52146-0187.fits,378,52146,187,A0,hot
spec-0483-51942-0382.fits,483,51942,382,A0,hot
spec-0581-52356-0578.fits,581,52356,578,A0,hot
spec-0330-52370-0067.fits,330,52370,67,A0,hot
spec-0293-51689-0572.fits,293,51689,572,B9,hot
spec-0559-52316-0500.fits,559,52316,500,A0,hot
spec-0310-51990-0081.fits,310,51990,81,A0,hot
spec-0301-51942-0100.fits,301,51942,100,A0,hot
spec-0306-51690-0604.fits,306,51690,604,A0,hot
spec-0329-52056-0104.fits,329,52056,104,A0,hot
spec-0538-52029-0028.fits,538,52029,28,A0,hot
spec-0572-52289-0251.fits,572,52289,251,A0,hot
spec-0700-52199-0430.fits,700,52199,430,A0,hot
spec-0565-52225-0593.fits,565,52225,593,A0,hot
spec-0293-51689-0089.fits,293,51689,89,A0,hot
spec-0469-51913-0158.fits,469,51913,158,A0,hot
spec-0610-52056-0069.fits,610,52056,69,A0,hot
spec-0595-52023-0284.fits,595,52023,284,A0,hot
spec-0333-52313-0476.fits,333,52313,476,A0,hot
spec-0381-51811-0343.fits,381,51811,343,A0,hot
spec-0348-51696-0228.fits,348,51696,228,A0,hot
spec-0567-52252-0208.fits,567,52252,208,A0,hot
spec-0299-51671-0371.fits,299,51671,371,A0,hot
spec-0352-51789-0241.fits,352,51789,241,B9,hot
spec-0536-52024-0366.fits,536,52024,366,A0,hot
spec-0334-51993-0016.fits,334,51993,16,A0,hot
spec-0476-52314-0054.fits,476,52314,54,A0,hot
spec-0342-51691-0096.fits,342,51691,96,A0,hot
spec-0282-51658-0610.fits,282,51658,610,A0,hot
spec-0416-51811-0454.fits,416,51811,454,A0,hot
spec-0395-51783-0008.fits,395,51783,8,A0,hot
spec-0293-51994-0308.fits,293,51994,308,A0,hot
spec-0282-51630-0599.fits,282,51630,599,A0,hot
spec-0413-51929-0628.fits,413,51929,628,A0,hot
spec-0301-51641-0402.fits,301,51641,402,A0,hot
spec-0373-51788-0395.fits,373,51788,395,A0,hot
spec-0512-51992-0398.fits,512,51992,398,A0,hot
spec-0473-51929-0155.fits,473,51929,155,A0p,hot
spec-0290-51941-0284.fits,290,51941,284,A0,hot
spec-0413-51929-0341.fits,413,51929,341,A0,hot
spec-0335-52000-0521.fits,335,52000,521,A0,hot
spec-0540-51996-0432.fits,540,51996,432,A0,hot
spec-0339-51692-0304.fits,339,51692,304,A0,hot
spec-0308-51662-0019.fits,308,51662,19,OB,hot
spec-0545-52202-0128.fits,545,52202,128,A0,hot
spec-0451-51908-0026.fits,451,51908,26,O,hot
spec-0354-51792-0144.fits,354,51792,144,A0,hot
spec-0546-52205-0510.fits,546,52205,510,A0,hot
spec-0419-51879-0088.fits,419,51879,88,A0,hot
spec-0309-51994-0455.fits,309,51994,455,A0,hot
spec-0578-52339-0446.fits,578,52339,446,A0,hot
spec-0345-51690-0211.fits,345,51690,211,A0,hot
spec-0574-52356-0331.fits,574,52356,331,OB,hot
spec-0293-51994-0222.fits,293,51994,222,A0,hot
spec-0524-52027-0624.fits,524,52027,624,A0,hot
spec-0340-51691-0012.fits,340,51691,12,A0,hot
spec-0326-52375-0058.fits,326,52375,58,A0,hot
spec-0337-51997-0261.fits,337,51997,261,A0,hot
spec-0340-51691-0293.fits,340,51691,293,A0,hot
spec-0595-52023-0092.fits,595,52023,92,A0,hot
spec-0509-52374-0372.fits,509,52374,372,A0,hot
spec-0632-52071-0551.fits,632,52071,551,A0,hot
spec-0589-52055-0395.fits,589,52055,395,A0,hot
spec-0454-51908-0466.fits,454,51908,466,OB,hot
spec-0300-51943-0084.fits,300,51943,84,A0,hot
spec-0293-51689-0298.fits,293,51689,298,A0,hot
spec-0340-51691-0309.fits,340,51691,309,A0,hot
spec-0437-51869-0463.fits,437,51869,463,A0,hot
spec-0348-51696-0085.fits,348,51696,85,A0,hot
spec-0406-51900-0315.fits,406,51900,315,A0,hot
spec-0653-52145-0460.fits,653,52145,460,A0,hot
spec-0296-51578-0400.fits,296,51578,400,A0,hot
spec-0594-52027-0611.fits,594,52027,611,A0,hot
spec-0658-52146-0633.fits,658,52146,633,A0,hot
spec-0501-52235-0065.fits,501,52235,65,A0,hot
spec-0380-51792-0362.fits,380,51792,362,A0,hot
spec-0283-51660-0567.fits,283,51660,567,A0,hot
spec-0373-51788-0166.fits,373,51788,166,A0,hot
spec-0329-52056-0399.fits,329,52056,399,A0,hot
spec-0524-52027-0087.fits,524,52027,87,A0,hot
spec-0348-51671-0043.fits,348,51671,43,O,hot
spec-0542-51993-0357.fits,542,51993,357,A0,hot
spec-0697-52226-0109.fits,697,52226,109,A0,hot
spec-0359-51821-0136.fits,359,51821,136,A0,hot
spec-0328-52282-0265.fits,328,52282,265,A0,hot
spec-0300-51666-0510.fits,300,51666,510,A0,hot
spec-0309-51994-0270.fits,309,51994,270,A0,hot
spec-0425-51884-0456.fits,425,51884,456,A0,hot
spec-0412-52235-0603.fits,412,52235,603,A0,hot
spec-0313-51673-0113.fits,313,51673,113,A0,hot
spec-0437-51869-0585.fits,437,51869,585,OB,hot
spec-0340-51990-0360.fits,340,51990,360,A0,hot
spec-0299-51671-0303.fits,299,51671,303,A0,hot
spec-0299-51671-0592.fits,299,51671,592,B9,hot
spec-0384-51821-0173.fits,384,51821,173,A0,hot
spec-0407-51820-0048.fits,407,51820,48,A0,hot
spec-0473-51929-0151.fits,473,51929,151,A0,hot
spec-0683-52524-0209.fits,683,52524,209,A0,hot
spec-0439-51877-0555.fits,439,51877,555,A0,hot
spec-0351-51780-0112.fits,351,51780,112,A0,hot
spec-0644-52149-0273.fits,644,52149,273,A0,hot
spec-0304-51957-0533.fits,304,51957,533,A0,hot
spec-0293-51994-0593.fits,293,51994,593,A0,hot
spec-0343-51692-0059.fits,343,51692,59,A0,hot
spec-0509-52374-0293.fits,509,52374,293,A0,hot
spec-0564-52224-0238.fits,564,52224,238,A0,hot
spec-0548-51986-0151.fits,548,51986,151,B9,hot
spec-0567-52252-0125.fits,567,52252,125,A0,hot
spec-0326-52375-0237.fits,326,52375,237,A0,hot
spec-0693-52254-0249.fits,693,52254,249,A0,hot
spec-0419-51812-0036.fits,419,51812,36,A0,hot
spec-0493-51957-0518.fits,493,51957,518,A0,hot
spec-0435-51882-0335.fits,435,51882,335,A0,hot
spec-0348-51696-0525.fits,348,51696,525,A0,hot
spec-0341-51690-0162.fits,341,51690,162,A0,hot
spec-0607-52368-0232.fits,607,52368,232,A0,hot
spec-0460-51924-0259.fits,460,51924,259,A0,hot
spec-0295-51985-0022.fits,295,51985,22,A0,hot
spec-0341-51690-0578.fits,341,51690,578,A0,hot
spec-0429-51820-0180.fits,429,51820,180,A0,hot
spec-0376-52143-0417.fits,376,52143,417,A0,hot
spec-0502-51957-0014.fits,502,51957,14,A0,hot
spec-0536-52024-0014.fits,536,52024,14,A0,hot
spec-0645-52203-0239.fits,645,52203,239,A0,hot
spec-0376-52143-0221.fits,376,52143,221,A0p,hot
spec-0338-51694-0290.fits,338,51694,290,A0,hot
spec-0602-52072-0109.fits,602,52072,109,A0,hot
spec-0439-51877-0358.fits,439,51877,358,A0,hot
spec-0682-52525-0155.fits,682,52525,155,A0,hot
spec-0451-51908-0596.fits,451,51908,596,A0,hot
spec-0420-51871-0266.fits,420,51871,266,A0,hot
spec-0339-51692-0426.fits,339,51692,426,A0,hot
spec-0363-51989-0228.fits,363,51989,228,A0,hot
spec-0297-51959-0546.fits,297,51959,546,A0,hot
spec-0337-51997-0219.fits,337,51997,219,A0,hot
spec-0340-51691-0378.fits,340,51691,378,A0,hot
spec-0281-51614-0142.fits,281,51614,142,A0,hot
spec-0348-51696-0511.fits,348,51696,511,A0,hot
spec-0302-51616-0558.fits,302,51616,558,A0,hot
spec-0531-52028-0306.fits,531,52028,306,A0,hot
spec-0324-51616-0035.fits,324,51616,35,A0,hot
spec-0300-51666-0171.fits,300,51666,171,A0,hot
spec-0507-52353-0131.fits,507,52353,131,A0,hot
spec-0573-52325-0510.fits,573,52325,510,A0,hot
spec-0556-51991-0073.fits,556,51991,73,A0,hot
spec-0536-52024-0513.fits,536,52024,513,A0,hot
spec-0357-51813-0282.fits,357,51813,282,A0,hot
spec-0538-52029-0424.fits,538,52029,424,A0,hot
spec-0416-51885-0494.fits,416,51885,494,A0,hot
spec-0692-52201-0470.fits,692,52201,470,A0,hot
spec-0470-51929-0076.fits,470,51929,76,A0,hot
spec-0524-52027-0547.fits,524,52027,547,A0,hot
spec-0406-51900-0573.fits,406,51900,573,A0,hot
spec-0410-51877-0503.fits,410,51877,503,A0,hot
spec-0496-51973-0291.fits,496,51973,291,A0,hot
spec-0473-51929-0020.fits,473,51929,20,A0,hot
spec-0605-52353-0584.fits,605,52353,584,A0,hot
spec-0483-51924-0564.fits,483,51924,564,A0p,hot
spec-0310-51990-0393.fits,310,51990,393,OB,hot
spec-0602-52072-0218.fits,602,52072,218,A0,hot
spec-0342-51691-0254.fits,342,51691,254,A0,hot
spec-0400-51820-0367.fits,400,51820,367,A0,hot
spec-0308-51662-0199.fits,308,51662,199,A0,hot
spec-0537-52027-0356.fits,537,52027,356,A0,hot
spec-0595-52023-0316.fits,595,52023,316,A0,hot
spec-0307-51663-0505.fits,307,51663,505,A0,hot
spec-0348-51696-0430.fits,348,51696,430,A0,hot
spec-0336-51999-0189.fits,336,51999,189,A0,hot
spec-0410-51816-0191.fits,410,51816,191,A0,hot
spec-0371-52078-0385.fits,371,52078,385,A0,hot
spec-0634-52149-0350.fits,634,52149,350,A0,hot
spec-0379-51789-0021.fits,379,51789,21,A0,hot
spec-0284-51943-0378.fits,284,51943,378,A0,hot
spec-0327-52294-0180.fits,327,52294,180,A0,hot
spec-0269-51581-0552.fits,269,51581,552,A0,hot
spec-0612-52079-0573.fits,612,52079,573,A0p,hot
spec-0374-51791-0229.fits,374,51791,229,A0,hot
spec-0356-51779-0082.fits,356,51779,82,A0,hot
spec-0603-52056-0600.fits,603,52056,600,A0,hot
spec-0312-51689-0031.fits,312,51689,31,A0,hot
spec-0462-51909-0378.fits,462,51909,378,A0,hot
spec-0509-52374-0319.fits,509,52374,319,A0,hot
spec-0307-51663-0336.fits,307,51663,336,A0,hot
spec-0560-52296-0336.fits,560,52296,336,A0,hot
spec-0582-52045-0031.fits,582,52045,31,A0,hot
spec-0573-52325-0319.fits,573,52325,319,OB,hot
spec-0684-52523-0479.fits,684,52523,479,A0,hot
spec-0483-51942-0419.fits,483,51942,419,A0,hot
spec-0293-51994-0628.fits,293,51994,628,A0,hot
spec-0641-52199-0399.fits,641,52199,399,A0,hot
spec-0387-51791-0285.fits,387,51791,285,A0,hot
spec-0572-52289-0021.fits,572,52289,21,A0,hot
spec-0503-51999-0275.fits,503,51999,275,A0,hot
spec-0375-52140-0085.fits,375,52140,85,A0,hot
spec-0358-51818-0560.fits,358,51818,560,A0,hot
spec-0293-51689-0408.fits,293,51689,408,A0,hot
spec-0279-51984-0406.fits,279,51984,406,A0,hot
spec-0565-52225-0006.fits,565,52225,6,A0,hot
spec-0292-51609-0210.fits,292,51609,210,A0,hot
spec-0541-51959-0549.fits,541,51959,549,A0p,hot
spec-0301-51942-0358.fits,301,51942,358,A0,hot
spec-0549-51981-0634.fits,549,51981,634,A0,hot
spec-0418-51884-0188.fits,418,51884,188,A0,hot
spec-0542-51993-0572.fits,542,51993,572,A0,hot
spec-0348-51696-0634.fits,348,51696,634,A0,hot
spec-0296-51578-0428.fits,296,51578,428,A0,hot
spec-0431-51877-0072.fits,431,51877,72,A0,hot
spec-0610-52056-0497.fits,610,52056,497,A0,hot
spec-0356-51779-0272.fits,356,51779,272,A0,hot
spec-0354-51792-0196.fits,354,51792,196,B6,hot
spec-0393-51794-0023.fits,393,51794,23,A0,hot
spec-0348-51671-0494.fits,348,51671,494,A0,hot
spec-0372-52173-0383.fits,372,52173,383,A0,hot
spec-0536-52024-0432.fits,536,52024,432,A0,hot
spec-0450-51908-0066.fits,450,51908,66,A0,hot
spec-0334-51993-0003.fits,334,51993,3,A0,hot
spec-0469-51913-0145.fits,469,51913,145,A0,hot
spec-0419-51812-0640.fits,419,51812,640,A0,hot
spec-0437-51869-0111.fits,437,51869,111,A0,hot
spec-0293-51994-0564.fits,293,51994,564,B9,hot
spec-0302-51688-0062.fits,302,51688,62,A0,hot
spec-0329-52056-0139.fits,329,52056,139,A0,hot
spec-0422-51878-0322.fits,422,51878,322,A0,hot
spec-0420-51871-0209.fits,420,51871,209,A0,hot
spec-0301-51641-0403.fits,301,51641,403,O,hot
spec-0455-51909-0247.fits,455,51909,247,OB,hot
spec-0417-51821-0086.fits,417,51821,86,A0,hot
spec-0574-52366-0173.fits,574,52366,173,A0,hot
spec-0439-51877-0147.fits,439,51877,147,A0,hot
spec-0684-52523-0247.fits,684,52523,247,A0p,hot
spec-0652-52138-0291.fits,652,52138,291,A0,hot
spec-0403-51871-0620.fits,403,51871,620,A0,hot
spec-0532-51993-0265.fits,532,51993,265,B6,hot
spec-0307-51663-0332.fits,307,51663,332,A0,hot
spec-0411-51817-0171.fits,411,51817,171,A0,hot
spec-0328-52282-0369.fits,328,52282,369,A0,hot
spec-0674-52201-0199.fits,674,52201,199,A0,hot
spec-0309-51994-0124.fits,309,51994,124,A0,hot
spec-0505-52317-0417.fits,505,52317,417,A0,hot
spec-0348-51696-0158.fits,348,51696,158,A0,hot
spec-0301-51641-0455.fits,301,51641,455,A0,hot
spec-0613-52345-0160.fits,613,52345,160,A0,hot
spec-0285-51930-0593.fits,285,51930,593,A0,hot
spec-0302-51688-0184.fits,302,51688,184,A0,hot
spec-0394-51913-0153.fits,394,51913,153,A0,hot
spec-0406-52238-0566.fits,406,52238,566,A0,hot
spec-0292-51609-0582.fits,292,51609,582,A0,hot
spec-0406-51817-0061.fits,406,51817,61,A0,hot
spec-0298-51955-0028.fits,298,51955,28,A0,hot
spec-0607-52368-0310.fits,607,52368,310,OB,hot
spec-0340-51990-0418.fits,340,51990,418,A0,hot
spec-0350-51691-0304.fits,350,51691,304,B6,hot
spec-0301-51641-0023.fits,301,51641,23,A0,hot
spec-0334-51993-0541.fits,334,51993,541,A0,hot
spec-0610-52056-0518.fits,610,52056,518,A0,hot
spec-0447-51877-0063.fits,447,51877,63,A0,hot
spec-0326-52375-0448.fits,326,52375,448,A0,hot
spec-0279-51608-0221.fits,279,51608,221,B9,hot
spec-0612-52079-0362.fits,612,52079,362,A0,hot
spec-0281-51614-0538.fits,281,51614,538,A0,hot
spec-0373-51788-0176.fits,373,51788,176,A0,hot
spec-0571-52286-0569.fits,571,52286,569,A0,hot
spec-0429-51820-0311.fits,429,51820,311,OB,hot
spec-0613-52345-0031.fits,613,52345,31,A0,hot
spec-0496-51988-0351.fits,496,51988,351,A0,hot
spec-0301-51942-0365.fits,301,51942,365,A0,hot
spec-0574-52356-0325.fits,574,52356,325,A0,hot
spec-0300-51943-0519.fits,300,51943,519,A0,hot
spec-0546-52205-0531.fits,546,52205,531,B9,hot
spec-0661-52163-0406.fits,661,52163,406,B9,hot
spec-0335-52000-0272.fits,335,52000,272,A0,hot
spec-0374-51791-0616.fits,374,51791,616,A0,hot
spec-0666-52149-0430.fits,666,52149,430,A0,hot
spec-0293-51689-0377.fits,293,51689,377,A0,hot
spec-0348-51671-0536.fits,348,51671,536,A0,hot
spec-0541-51959-0120.fits,541,51959,120,A0,hot
spec-0308-51662-0574.fits,308,51662,574,A0,hot
spec-0300-51943-0169.fits,300,51943,169,A0,hot
spec-0288-52000-0426.fits,288,52000,426,A0,hot
spec-0408-51821-0292.fits,408,51821,292,A0,hot
spec-0396-51816-0537.fits,396,51816,537,A0,hot
spec-0413-51929-0209.fits,413,51929,209,A0,hot
spec-0348-51696-0056.fits,348,51696,56,OB,hot
spec-0491-51942-0059.fits,491,51942,59,B9,hot
spec-0277-51908-0521.fits,277,51908,521,A0p,hot
spec-0299-51671-0086.fits,299,51671,86,A0,hot
spec-0298-51662-0571.fits,298,51662,571,A0,hot
spec-0281-51614-0460.fits,281,51614,460,A0,hot
spec-0345-51690-0630.fits,345,51690,630,A0,hot
spec-0413-51929-0541.fits,413,51929,541,A0,hot
spec-0311-51665-0138.fits,311,51665,138,A0,hot
spec-0266-51630-0197.fits,266,51630,197,A0,hot
spec-0502-51957-0449.fits,502,51957,449,A0,hot
spec-0445-51873-0378.fits,445,51873,378,OB,hot
spec-0483-51942-0409.fits,483,51942,409,A0,hot
spec-0531-52028-0326.fits,531,52028,326,A0,hot
spec-0605-52353-0028.fits,605,52353,28,A0,hot
spec-0496-51973-0472.fits,496,51973,472,OB,hot
spec-0282-51658-0617.fits,282,51658,617,A0,hot
spec-0693-52254-0051.fits,693,52254,51,A0,hot
spec-0301-51641-0187.fits,301,51641,187,A0,hot
spec-0541-51959-0247.fits,541,51959,247,A0,hot
spec-0289-51990-0100.fits,289,51990,100,A0,hot
spec-0309-51666-0475.fits,309,51666,475,A0,hot
spec-0701-52179-0148.fits,701,52179,148,A0,hot
spec-0512-51992-0441.fits,512,51992,441,A0,hot
spec-0330-52370-0378.fits,330,52370,378,A0,hot
spec-0300-51943-0092.fits,300,51943,92,A0,hot
spec-0275-51910-0361.fits,275,51910,361,A0,hot
spec-0287-52023-0366.fits,287,52023,366,A0,hot
spec-0560-52296-0065.fits,560,52296,65,A0,hot
spec-0300-51943-0291.fits,300,51943,291,A0,hot
spec-0465-51910-0411.fits,465,51910,411,A0,hot
spec-0411-51914-0181.fits,411,51914,181,A0,hot
spec-0645-52203-0244.fits,645,52203,244,A0,hot
spec-0542-51993-0028.fits,542,51993,28,A0,hot
spec-0582-52045-0099.fits,582,52045,99,O,hot
spec-0607-52368-0304.fits,607,52368,304,A0,hot
spec-0489-51930-0197.fits,489,51930,197,A0,hot
spec-0476-52314-0265.fits,476,52314,265,A0p,hot
spec-0406-51817-0302.fits,406,51817,302,A0,hot
spec-0283-51959-0326.fits,283,51959,326,A0,hot
spec-0293-51689-0023.fits,293,51689,23,A0,hot
spec-0594-52045-0590.fits,594,52045,590,A0,hot
spec-0377-52145-0315.fits,377,52145,315,A0,hot
spec-0692-52201-0177.fits,692,52201,177,A0,hot
spec-0289-51990-0025.fits,289,51990,25,A0,hot
spec-0531-52028-0324.fits,531,52028,324,A0,hot
spec-0309-51994-0436.fits,309,51994,436,A0,hot
spec-0500-51994-0633.fits,500,51994,633,A0,hot
spec-0283-51660-0154.fits,283,51660,154,A0,hot
spec-0306-51637-0367.fits,306,51637,367,A0,hot
spec-0390-51900-0188.fits,390,51900,188,A0,hot
spec-0586-52023-0629.fits,586,52023,629,B6,hot
spec-0301-51942-0528.fits,301,51942,528,A0,hot
spec-0300-51943-0237.fits,300,51943,237,A0,hot
spec-0455-51909-0309.fits,455,51909,309,OB,hot
spec-0274-51913-0027.fits,274,51913,27,A0,hot
spec-0418-51817-0335.fits,418,51817,335,A0,hot
spec-0594-52027-0411.fits,594,52027,411,A0,hot
spec-0493-51957-0129.fits,493,51957,129,A0,hot
spec-0333-52313-0044.fits,333,52313,44,A0,hot
spec-0502-51957-0136.fits,502,51957,136,A0,hot
spec-0422-51811-0064.fits,422,51811,64,A0,hot
spec-0359-51821-0395.fits,359,51821,395,A0,hot
spec-0386-51788-0444.fits,386,51788,444,A0,hot
spec-0648-52559-0459.fits,648,52559,459,A0,hot
spec-0332-52367-0555.fits,332,52367,555,A0p,hot
spec-0570-52266-0002.fits,570,52266,2,A0,hot
spec-0301-51942-0597.fits,301,51942,597,A0,hot
spec-0608-52081-0542.fits,608,52081,542,OB,hot
spec-0682-52525-0169.fits,682,52525,169,A0,hot
spec-0542-51993-0566.fits,542,51993,566,A0,hot
spec-0541-51959-0042.fits,541,51959,42,A0,hot
spec-0289-51990-0470.fits,289,51990,470,A0,hot
spec-0277-51908-0248.fits,277,51908,248,A0,hot
spec-0284-51662-0612.fits,284,51662,612,A0,hot
spec-0330-52370-0369.fits,330,52370,369,A0,hot
spec-0453-51915-0350.fits,453,51915,350,A0,hot
spec-0411-51873-0416.fits,411,51873,416,A0,hot
spec-0308-51662-0440.fits,308,51662,440,A0,hot
spec-0504-52316-0620.fits,504,52316,620,A0,hot
spec-0360-51816-0465.fits,360,51816,465,A0,hot
spec-0538-52029-0007.fits,538,52029,7,A0,hot
spec-0366-52017-0094.fits,366,52017,94,A0,hot
spec-0371-52078-0172.fits,371,52078,172,A0,hot
spec-0294-51986-0485.fits,294,51986,485,A0,hot
spec-0507-52353-0395.fits,507,52353,395,A0,hot
spec-0333-52313-0639.fits,333,52313,639,A0,hot
spec-0338-51694-0436.fits,338,51694,436,OB,hot
spec-0352-51789-0358.fits,352,51789,358,A0,hot
spec-0273-51957-0220.fits,273,51957,220,A0,hot
spec-0647-52553-0421.fits,647,52553,421,A0p,hot
spec-0509-52374-0446.fits,509,52374,446,A0,hot
spec-0282-51658-0213.fits,282,51658,213,A0,hot
spec-0571-52286-0095.fits,571,52286,95,A0,hot
spec-0431-51877-0004.fits,431,51877,4,OB,hot
spec-0282-51658-0530.fits,282,51658,530,A0,hot
spec-0298-51955-0567.fits,298,51955,567,A0,hot
spec-0693-52254-0040.fits,693,52254,40,A0,hot
spec-0301-51641-0371.fits,301,51641,371,A0,hot
spec-0381-51811-0047.fits,381,51811,47,A0,hot
spec-0432-51884-0350.fits,432,51884,350,A0,hot
spec-0483-51942-0568.fits,483,51942,568,A0p,hot
spec-0348-51671-0419.fits,348,51671,419,A0,hot
spec-0432-51884-0636.fits,432,51884,636,A0,hot
spec-0292-51609-0400.fits,292,51609,400,A0,hot
spec-0542-51993-0388.fits,542,51993,388,A0,hot
spec-0593-52026-0483.fits,593,52026,483,A0,hot
spec-0405-51816-0115.fits,405,51816,115,OB,hot
spec-0310-51990-0568.fits,310,51990,568,A0,hot
spec-0406-51900-0556.fits,406,51900,556,A0,hot
spec-0342-51691-0518.fits,342,51691,518,A0p,hot
spec-0313-51673-0533.fits,313,51673,533,A0,hot
spec-0523-52026-0261.fits,523,52026,261,A0p,hot
spec-0422-51878-0160.fits,422,51878,160,A0,hot
spec-0283-51584-0156.fits,283,51584,156,A0,hot
spec-0293-51994-0045.fits,293,51994,45,A0,hot
spec-0354-51792-0055.fits,354,51792,55,A0,hot
spec-0470-51929-0487.fits,470,51929,487,A0,hot
spec-0366-52017-0301.fits,366,52017,301,A0,hot
spec-0465-51910-0561.fits,465,51910,561,A0,hot
spec-0273-51957-0241.fits,273,51957,241,F5,medium
spec-0382-51816-0460.fits,382,51816,460,F2,medium
spec-0287-52023-0546.fits,287,52023,546,F5,medium
